Title,URL,Date,Description,Text
Why COVID-19 will end up harming the environment,https://www.nationalgeographic.com/science/article/why-covid-19-will-end-up-harming-the-environment,06-18-2020,"Even though the air has been cleaner as a result of the global lockdowns, a more polluted future has been brewing while we weren’t looking.","The popular notion that the COVID-19 pandemic has been “good for the environment”—that nature is recovering while humanity stays at home— appeals to many people grasping for some upside to the global tragedy. Reality, though, may not cooperate with such hopes.

The benefits many found heartening early on—from cleaner air to birdsong newly audible as cars and planes went quiet—were always likely to be temporary. And with lockdowns easing, they have already begun to dissipate. Now, some experts fear that the world risks a future with more traffic, more pollution, and climate change that worsens faster than ever. It’s too soon to know whether that gloomy scenario will play out, but concerning signs seem to be growing all around the world.

In early April, with shutdowns widespread, daily global carbon emissions were down by 17 percent compared to last year. But as of June 11, new data show that they are only about 5 percent lower than at the same point in 2019, even though normal activity has not yet fully restarted. The popular notion that the COVID-19 pandemic has been “good for the environment”—that nature is recovering while humanity stays at home— appeals to many people grasping for some upside to the global tragedy. Reality, though, may not cooperate with such hopes.

The benefits many found heartening early on—from cleaner air to birdsong newly audible as cars and planes went quiet—were always likely to be temporary. And with lockdowns easing, they have already begun to dissipate. Now, some experts fear that the world risks a future with more traffic, more pollution, and climate change that worsens faster than ever. It’s too soon to know whether that gloomy scenario will play out, but concerning signs seem to be growing all around the world.

In early April, with shutdowns widespread, daily global carbon emissions were down by 17 percent compared to last year. But as of June 11, new data show that they are only about 5 percent lower than at the same point in 2019, even though normal activity has not yet fully restarted."
Why Children Make the Best Environmentalists,https://www.nationalgeographic.com/science/article/maritza-morales-casanova-explorer-moments-trains-young-environmentalists-mexico,12-26-2016,"Maritza Morales Casanova, an environmentalist at ten, believes kids are best at teaching others.","Environmentalist Maritza Morales Casanova's mantra?

Get ‘em while they’re young.

Morales Casanova should know. As a ten-year-old living in Mexico’s Yucatán Peninsula, she started Humanity United to Nature in Harmony for Beauty, Welfare, and Goodness (HUNAB) after seeing neighborhood children vandalize trees, harm their own pets, and hurt other kids. Environmentalist Maritza Morales Casanova's mantra?

Get ‘em while they’re young.

Morales Casanova should know. As a ten-year-old living in Mexico’s Yucatán Peninsula, she started Humanity United to Nature in Harmony for Beauty, Welfare, and Goodness (HUNAB) after seeing neighborhood children vandalize trees, harm their own pets, and hurt other kids."
Why Cougars Are Coming to Town,https://www.nationalgeographic.com/animals/article/cougars-mule-deer-climate-urban-area,12-13-2016,"As climate change dries the Southwest, cities are where the water and the green plants—and the mule deer—will be.","Cougars will become increasingly common visitors to Southwestern cities like Las Vegas in the next few decades as climate change drives their prey to greener urban pastures, a new study suggests.

The hot, dry Southwest is projected to become even hotter and drier as mounting fossil fuel emissions trigger more frequent, intense, and long-lasting droughts. That change will reduce the cougar population, according to research presented Monday at the American Geophysical Union Fall Meeting in San Francisco—but it may also cause more of the animals to show up in well-watered towns.

David Stoner of Utah State University and his colleagues used satellite images measuring the food content of natural vegetation in Utah, Nevada, and Arizona to model how the extreme drought year of 2002—considered a taste of what’s to come in the Southwest—affected the population density of cougars and of mule deer, the big cats’ favorite prey. (Read an in-depth article about cougars.) Cougars will become increasingly common visitors to Southwestern cities like Las Vegas in the next few decades as climate change drives their prey to greener urban pastures, a new study suggests.

The hot, dry Southwest is projected to become even hotter and drier as mounting fossil fuel emissions trigger more frequent, intense, and long-lasting droughts. That change will reduce the cougar population, according to research presented Monday at the American Geophysical Union Fall Meeting in San Francisco—but it may also cause more of the animals to show up in well-watered towns.

David Stoner of Utah State University and his colleagues used satellite images measuring the food content of natural vegetation in Utah, Nevada, and Arizona to model how the extreme drought year of 2002—considered a taste of what’s to come in the Southwest—affected the population density of cougars and of mule deer, the big cats’ favorite prey. (Read an in-depth article about cougars.)"
Why Did This Once Thriving Lake Disappear?,https://www.nationalgeographic.com/science/article/lake-atescatempa-guatemala-drought-el-nino-video,05-20-2017,"Previously known for having vast blue-green waters, Lake Atescatempa is now little more than a few puddles of mud.","""It makes you want to cry seeing the whole lake dry,"" 17-year-old fisherman Wilman Estrada tells the AFP news agency from the shores of Lake Atescatempa in Guatemala.

In recent years, Estrada and his community have watched the once thriving lake become little more than a few muddy puddles. Now, the shells of clams, snails, and immobile boats litter the lakebed.

As reported by the AFP's Carlos Mario Marquez, Lake Atescatempa has undergone a prolonged drought in the past two years that has effectively eliminated the town's fishing and tourism industries. ""It makes you want to cry seeing the whole lake dry,"" 17-year-old fisherman Wilman Estrada tells the AFP news agency from the shores of Lake Atescatempa in Guatemala.

In recent years, Estrada and his community have watched the once thriving lake become little more than a few muddy puddles. Now, the shells of clams, snails, and immobile boats litter the lakebed.

As reported by the AFP's Carlos Mario Marquez, Lake Atescatempa has undergone a prolonged drought in the past two years that has effectively eliminated the town's fishing and tourism industries."
Why Do Many Reasonable People Doubt Science?,https://www.nationalgeographic.com/magazine/article/science-doubters-climate-change-vaccinations-gmos,03-01-2015,We live in an age when all manner of scientific knowledge—from climate change to vaccinations—faces furious opposition. Some even have doubts about the moon landing.,"This story appears in the March 2015 issue of National Geographic magazine.

There’s a scene in Stanley Kubrick’s comic masterpiece Dr. Strangelove in which Jack D. Ripper, an American general who’s gone rogue and ordered a nuclear attack on the Soviet Union, unspools his paranoid worldview—and the explanation for why he drinks “only distilled water, or rainwater, and only pure grain alcohol”—to Lionel Mandrake, a dizzy-with-anxiety group captain in the Royal Air Force.

Ripper: Have you ever heard of a thing called fluoridation? Fluoridation of water?

Mandrake: Ah, yes, I have heard of that, Jack. Yes, yes.

Ripper: Well, do you know what it is?

Mandrake: No. No, I don’t know what it is. No. This story appears in the March 2015 issue of National Geographic magazine.

There’s a scene in Stanley Kubrick’s comic masterpiece Dr. Strangelove in which Jack D. Ripper, an American general who’s gone rogue and ordered a nuclear attack on the Soviet Union, unspools his paranoid worldview—and the explanation for why he drinks “only distilled water, or rainwater, and only pure grain alcohol”—to Lionel Mandrake, a dizzy-with-anxiety group captain in the Royal Air Force.

Ripper: Have you ever heard of a thing called fluoridation? Fluoridation of water?

Mandrake: Ah, yes, I have heard of that, Jack. Yes, yes.

Ripper: Well, do you know what it is?

Mandrake: No. No, I don’t know what it is. No."
Why Dubai is Growing So Fast—And May Eventually Slow Down,https://www.nationalgeographic.com/culture/article/why-dubai-is-growing-so-fast-and-may-eventually-slow-down,09-10-2014,"The Middle East’s culture capital has made a big bet that in the future, most of the world will want to visit. …","Anyone who’s ever seen a photo of Dubai knows how quickly the city has turned desert into metropolis. And anyone who’s ever stepped foot in the city knows that photos don’t do justice to the massive scale of the city’s ambition. Ski slopes sit adjacent to man-made islands, not far from aquariums encased in enormous shopping malls, and hundreds of high-rise condos, many still awaiting residents.

Now, finding a Dubai hotel with fewer than five stars is harder than it was to find Dubai on a map 30 years ago. That was before the city state—de facto culture capital of the United Arab Emirates—found oil, leveraged its oil, then realized the oil wouldn’t be sustainable, so it diversified its economy into tourism and real estate.

But the cornerstone of Dubai’s economy isn’t oil, it’s logistics: getting people and materials into a city that not long ago was just overheated expanse of desert. Anyone who’s ever seen a photo of Dubai knows how quickly the city has turned desert into metropolis. And anyone who’s ever stepped foot in the city knows that photos don’t do justice to the massive scale of the city’s ambition. Ski slopes sit adjacent to man-made islands, not far from aquariums encased in enormous shopping malls, and hundreds of high-rise condos, many still awaiting residents.

Now, finding a Dubai hotel with fewer than five stars is harder than it was to find Dubai on a map 30 years ago. That was before the city state—de facto culture capital of the United Arab Emirates—found oil, leveraged its oil, then realized the oil wouldn’t be sustainable, so it diversified its economy into tourism and real estate.

But the cornerstone of Dubai’s economy isn’t oil, it’s logistics: getting people and materials into a city that not long ago was just overheated expanse of desert."
Why Fixing the Climate Is Like Fixing the Economy,https://www.nationalgeographic.com/science/article/150615-henry-paulson-three-questions-climate-change,06-15-2015,"Henry M. Paulson, Jr.—who was U.S. treasury secretary during the financial crisis that hit in 2008—now works to sustain the environment as well as the economy. The Harvard-educated investment banker, 69, co-chairs the Risky Business Project, which aims to quantify the risks that climate change poses for key economic sectors in the United States.","Henry M. Paulson, Jr.—who was U.S. treasury secretary during the financial crisis that hit in 2008—now works to sustain the environment as well as the economy. The Harvard-educated investment banker, 69, co-chairs the Risky Business Project, which aims to quantify the risks that climate change poses for key economic sectors in the United States.

You’ve likened the climate crisis to a financial crisis. How do the two compare?

Excesses of debt created the financial crisis; excess of CO₂ created the climate crisis. These are coupled with flawed government policies and incentives and pervasive, outsize risktaking. The difference is that last-minute government action averted economic Armageddon during the financial crisis. We don’t have that option with climate change.

What’s the economic risk in doing nothing?

If we don’t act, the risks will compound, and we’ll lose the opportunity to avoid the worst outcomes. Businesses need to factor the threats from climate change into their investment decisions and to urge local and national policy actions. When climate-related disasters strike, we all pay. We urgently need policies such as carbon pricing to incentivize behavior change and promote clean technologies. Henry M. Paulson, Jr.—who was U.S. treasury secretary during the financial crisis that hit in 2008—now works to sustain the environment as well as the economy. The Harvard-educated investment banker, 69, co-chairs the Risky Business Project, which aims to quantify the risks that climate change poses for key economic sectors in the United States.

You’ve likened the climate crisis to a financial crisis. How do the two compare?

Excesses of debt created the financial crisis; excess of CO₂ created the climate crisis. These are coupled with flawed government policies and incentives and pervasive, outsize risktaking. The difference is that last-minute government action averted economic Armageddon during the financial crisis. We don’t have that option with climate change.

What’s the economic risk in doing nothing?

If we don’t act, the risks will compound, and we’ll lose the opportunity to avoid the worst outcomes. Businesses need to factor the threats from climate change into their investment decisions and to urge local and national policy actions. When climate-related disasters strike, we all pay. We urgently need policies such as carbon pricing to incentivize behavior change and promote clean technologies."
Why Global Warming Hits the Arctic Harder Than Anywhere Else,https://www.nationalgeographic.com/science/article/enric-sala-global-warming-climate-change-arctic-btf,10-25-2016,"Explorer and marine biologist Enric Sala talks about Leonardo DiCaprio’s new documentary, Before the Flood.","In his new documentary, Before the Flood, Leonardo DiCaprio takes viewers on an eye-opening tour of how climate change is affecting the planet's oceans right now, from rising seas threatening Miami to the perilously melting Arctic.

One of the experts DiCaprio meets in the film is Enric Sala, a marine biologist and National Geographic explorer-in-residence. Sala is working to study, document, and protect some of the most biologically important areas of the ocean through the Pristine Seas project.

We spoke with Sala about his work and role in the new film. In his new documentary, Before the Flood, Leonardo DiCaprio takes viewers on an eye-opening tour of how climate change is affecting the planet's oceans right now, from rising seas threatening Miami to the perilously melting Arctic.

One of the experts DiCaprio meets in the film is Enric Sala, a marine biologist and National Geographic explorer-in-residence. Sala is working to study, document, and protect some of the most biologically important areas of the ocean through the Pristine Seas project.

We spoke with Sala about his work and role in the new film."
"Why Half a Degree Matters: Higher Seas, Longer Heat Waves, Dead Reefs",https://www.nationalgeographic.com/science/article/210416-climate-warming-degree-seas-reefs,04-21-2016,New research suggests that limiting warming to 1.5 degrees instead of 2 degrees can dramatically reduce the impacts of climate change around the world.,"Limiting global warming to 1.5 degrees Celsius could dramatically curb water scarcity in the Mediterranean region, help save tropical reefs, allow more wheat to grow in West Africa, and significantly shorten heat waves, according to a new study by European researchers.

As global leaders have wrangled over how to prevent warming the planet more than 2 degrees, leaders in vulnerable Pacific Island and West African nations have argued that this goal was too lax. Last December, climate negotiators meeting in Paris agreed that the world should seek to limit warming to 1.5 degrees, although that goal would be tough to reach and the benefits were difficult to quantify. On Friday, heads of states of about 160 nations will sign the climate agreement.

The new research published Thursday offers what may be the most detailed glimpse yet of the difference half a degree can make. Limiting global warming to 1.5 degrees Celsius could dramatically curb water scarcity in the Mediterranean region, help save tropical reefs, allow more wheat to grow in West Africa, and significantly shorten heat waves, according to a new study by European researchers.

As global leaders have wrangled over how to prevent warming the planet more than 2 degrees, leaders in vulnerable Pacific Island and West African nations have argued that this goal was too lax. Last December, climate negotiators meeting in Paris agreed that the world should seek to limit warming to 1.5 degrees, although that goal would be tough to reach and the benefits were difficult to quantify. On Friday, heads of states of about 160 nations will sign the climate agreement.

The new research published Thursday offers what may be the most detailed glimpse yet of the difference half a degree can make."
Why Hurricane Sally is moving so slowly—and delivering epic rainfall,https://www.nationalgeographic.com/science/article/hurricane-sally-why-the-storm-is-moving-slowly-and-delivering-epic-rainfall,09-16-2020,"The storm intensified quickly but trekked slowly toward land, traits scientists predict we'll see more of in our new climate reality.","Early Wednesday morning, Hurricane Sally struck the Gulf Coast from Mississippi to the Florida Panhandle as a Category 2 storm. It’s expected to dump a devastating 20 inches of rain as it continues moving over land more slowly than the average person walks—about 3 miles per hour.

Last month, Hurricane Laura struck southwest Louisiana and Texas, trotting onshore at 15 mph as a Category 4 storm that rapidly lost steam once over land. (See photos from a Louisiana town struggling to rebuild after Laura.)

Twice in the past three days, Sally built wind speeds in just a few hours—the storm “rapidly intensified”; on Monday and then again late Tuesday into Wednesday morning. Laura also rapidly intensified—from a tropical storm to a Category 3 hurricane in 24 hours—but it moved quickly. Early Wednesday morning, Hurricane Sally struck the Gulf Coast from Mississippi to the Florida Panhandle as a Category 2 storm. It’s expected to dump a devastating 20 inches of rain as it continues moving over land more slowly than the average person walks—about 3 miles per hour.

Last month, Hurricane Laura struck southwest Louisiana and Texas, trotting onshore at 15 mph as a Category 4 storm that rapidly lost steam once over land. (See photos from a Louisiana town struggling to rebuild after Laura.)

Twice in the past three days, Sally built wind speeds in just a few hours—the storm “rapidly intensified”; on Monday and then again late Tuesday into Wednesday morning. Laura also rapidly intensified—from a tropical storm to a Category 3 hurricane in 24 hours—but it moved quickly."
Why It’s Important to Save Our Seas’ Pristine Places,https://www.nationalgeographic.com/magazine/article/saving-our-seas-president-obama-oceans-conservation,01-09-2017,"There’s growing evidence that preserving precious areas not only stops overfishing, it can lessen the impacts of climate change.","This story appears in the February 2017 issue of National Geographic magazine.   Learn more about ocean life in Sea of Hope: America’s Underwater Treasures, premiering Sunday, January 15 at 7/6c on National Geographic.One hundred miles northeast of Boston Harbor, a half dozen endangered sei whales lunge and roll, sleek white bellies flashing in the gray North Atlantic. At the top of each lunge, they throw open tremendous, beaklike maws to strain masses of tiny copepods from the water, which gushes down the sides of their pleated throats. Off the port side of the Plan b, an expedition ship operated by philanthropist Ted Waitt, a school of herring chases the same crustaceans, roiling the surface. Meanwhile, on a rocky ledge 50 feet below, scientists from the ship watch pollacks, cod, and cunners feed among long ribbons of golden kelp.

	
	

	
	

	


	

	
	
		
		
			
			
				Northeast Canyons and Seamounts 
			
			
				The country’s newest marine national monument, the first off the East Coast, protects 4,913 square miles. It includes three canyons that incise the edge of the continental shelf and four seamounts rising from the deeper waters beyond. The submerged features harbor endangered whales and turtles as well as rare deep-sea coral.
			
			
				U.S.
			
			
				AREA ENLARGED
			
			
				ATLANTIC
				OCEAN
			
		
	


	
Matthew W. Chwastyk, NGM StaffCashes Ledge is the highest undersea mountain in the Gulf of Maine—and a remarkable movable feast. As the tides wash over its granite ridges and flat-topped banks, they drive internal waves of warm surface water laden with plankton into the depths. The down-welling waves allow groundfish on the bottom to eat as lustily as fish in the middle of the water and whales, herring, and seabirds at the surface. Tides and topography have conspired here to preserve a vestige of the riches that once defined the Gulf of Maine, until fishing depleted them.“Cashes is essentially a time machine to the coastal New England of 400 years ago,” says Jon Witman, a trim-bearded Brown University marine ecologist who has studied the hot spot for more than three decades. Oceanographer Sylvia Earle, a National Geographic explorer-in-residence, calls Cashes “the Yellowstone of the North Atlantic”—an American treasure worth saving, even if we can’t go visit in an RV. This story appears in the February 2017 issue of National Geographic magazine.   Learn more about ocean life in Sea of Hope: America’s Underwater Treasures, premiering Sunday, January 15 at 7/6c on National Geographic.One hundred miles northeast of Boston Harbor, a half dozen endangered sei whales lunge and roll, sleek white bellies flashing in the gray North Atlantic. At the top of each lunge, they throw open tremendous, beaklike maws to strain masses of tiny copepods from the water, which gushes down the sides of their pleated throats. Off the port side of the Plan b, an expedition ship operated by philanthropist Ted Waitt, a school of herring chases the same crustaceans, roiling the surface. Meanwhile, on a rocky ledge 50 feet below, scientists from the ship watch pollacks, cod, and cunners feed among long ribbons of golden kelp.

	
	

	
	

	


	

	
	
		
		
			
			
				Northeast Canyons and Seamounts 
			
			
				The country’s newest marine national monument, the first off the East Coast, protects 4,913 square miles. It includes three canyons that incise the edge of the continental shelf and four seamounts rising from the deeper waters beyond. The submerged features harbor endangered whales and turtles as well as rare deep-sea coral.
			
			
				U.S.
			
			
				AREA ENLARGED
			
			
				ATLANTIC
				OCEAN
			
		
	


	
Matthew W. Chwastyk, NGM StaffCashes Ledge is the highest undersea mountain in the Gulf of Maine—and a remarkable movable feast. As the tides wash over its granite ridges and flat-topped banks, they drive internal waves of warm surface water laden with plankton into the depths. The down-welling waves allow groundfish on the bottom to eat as lustily as fish in the middle of the water and whales, herring, and seabirds at the surface. Tides and topography have conspired here to preserve a vestige of the riches that once defined the Gulf of Maine, until fishing depleted them.“Cashes is essentially a time machine to the coastal New England of 400 years ago,” says Jon Witman, a trim-bearded Brown University marine ecologist who has studied the hot spot for more than three decades. Oceanographer Sylvia Earle, a National Geographic explorer-in-residence, calls Cashes “the Yellowstone of the North Atlantic”—an American treasure worth saving, even if we can’t go visit in an RV."
Why Koalas Are Suddenly Drinking Extra Water,https://www.nationalgeographic.com/animals/article/koala-bears-water-eucalyptus-leaves-trees-australia,03-31-2017,"Koalas usually get the water they need from their food—but hotter, drier weather is making some koalas desperate.","Australian koalas are drinking much more water than they used to—and it’s likely because of hot, dry weather aggravated by climate change.

Koalas, which normally spend most of their time in the safety of eucalyptus trees, have begun to climb down and drink from artificial water stations provided by University of Sydney researchers. The koalas of Gunnedah, a town in southeastern Australia often referred to as the “Koala Capital of the World,” were drinking from the stations for more than 10 minutes on average, according to a press release from the university.

Koalas are leaving their trees even when they would normally be asleep, according to university researchers. The animals can sleep up to 18 hours a day in trees, and their primary diet consists of eucalyptus leaves, which they often eat at night. They can eat up to two and a half pounds of leaves per day. Australian koalas are drinking much more water than they used to—and it’s likely because of hot, dry weather aggravated by climate change.

Koalas, which normally spend most of their time in the safety of eucalyptus trees, have begun to climb down and drink from artificial water stations provided by University of Sydney researchers. The koalas of Gunnedah, a town in southeastern Australia often referred to as the “Koala Capital of the World,” were drinking from the stations for more than 10 minutes on average, according to a press release from the university.

Koalas are leaving their trees even when they would normally be asleep, according to university researchers. The animals can sleep up to 18 hours a day in trees, and their primary diet consists of eucalyptus leaves, which they often eat at night. They can eat up to two and a half pounds of leaves per day."
Why New England rarely sees hurricane threats like Henri,https://www.nationalgeographic.com/environment/article/why-new-england-rarely-sees-hurricane-threats-like-henri,08-21-2021,"As the storm heads for coastal New York and Massachusetts, climate scientists weigh in on the unusual storm and whether it was influenced by warming temperatures.","For the first time in 30 years, a hurricane is set to make landfall in coastal New England. Not since Hurricane Bob struck the region in 1991 have New Englanders been directly struck by a storm of this magnitude. 

As of Friday afternoon, as Tropical Storm Henri crawled toward eastern New York, Massachusetts, and Rhode Island, its wind speeds were just a few miles per hour shy of the 74 mph that would qualify it as a hurricane.

In Woods Hole Massachusetts, an employee watches floodwaters produced by by Hurricane Bob, which struck 30 years ago on August 19, 1991.
PHOTOGRAPH BY BILL GREENE, THE BOSTON GLOBE/GETTY IMAGES

Since its inception in the middle of the Atlantic Ocean last week, Henri has been challenging to forecast, and its exact path remains unclear still. Depending on how the atmosphere steers it, the storm could swoop over the New England coastline before a quick eastern exit out to sea. Or it could take a much more destructive path west and inland, damaging the much more densely populated portions of these states.  For the first time in 30 years, a hurricane is set to make landfall in coastal New England. Not since Hurricane Bob struck the region in 1991 have New Englanders been directly struck by a storm of this magnitude. 

As of Friday afternoon, as Tropical Storm Henri crawled toward eastern New York, Massachusetts, and Rhode Island, its wind speeds were just a few miles per hour shy of the 74 mph that would qualify it as a hurricane.

In Woods Hole Massachusetts, an employee watches floodwaters produced by by Hurricane Bob, which struck 30 years ago on August 19, 1991.
PHOTOGRAPH BY BILL GREENE, THE BOSTON GLOBE/GETTY IMAGES

Since its inception in the middle of the Atlantic Ocean last week, Henri has been challenging to forecast, and its exact path remains unclear still. Depending on how the atmosphere steers it, the storm could swoop over the New England coastline before a quick eastern exit out to sea. Or it could take a much more destructive path west and inland, damaging the much more densely populated portions of these states. "
Why New U.S.-China Climate Steps Matter: Three Things to Know,https://www.nationalgeographic.com/science/article/150925-why-US-China-climate-efforts-matter-three-takeaways,09-25-2015,The world’s two largest polluters cap a mammoth week for climate change with a joint statement. Are they really doing anything new?,"New U.S.-China efforts to rein in global warming, including China’s launch of a national cap-and-trade plan, hardly come as a surprise but signal leadership two months ahead of historic climate talks.

In a joint statement issued Friday at the White House, Presidents Barack Obama and Xi Jinping announced initiatives that build on the climate deal reached last year between the world’s two largest emitters of greenhouse gases.

The United States said it would, in addition to limiting emissions from its power plants, finalize standards to boost efficiency for appliances and reduce methane emissions from landfills. China pledged $3.1 billion—similar to a prior U.S. amount—to help developing countries combat climate change. New U.S.-China efforts to rein in global warming, including China’s launch of a national cap-and-trade plan, hardly come as a surprise but signal leadership two months ahead of historic climate talks.

In a joint statement issued Friday at the White House, Presidents Barack Obama and Xi Jinping announced initiatives that build on the climate deal reached last year between the world’s two largest emitters of greenhouse gases.

The United States said it would, in addition to limiting emissions from its power plants, finalize standards to boost efficiency for appliances and reduce methane emissions from landfills. China pledged $3.1 billion—similar to a prior U.S. amount—to help developing countries combat climate change."
Why Obama Is the First President to Visit the Arctic,https://www.nationalgeographic.com/science/article/150901-arctic-alaska-oil-climate-obama-kotzebue-seals-caribou-co2,09-01-2015,Presidential trip to Arctic city highlights a region at risk – and tries to turn it into a climate-change moment.,"When President Barack Obama touches down in tiny Kotzebue, Alaska, on Wednesday, he'll visit a region where environmental change is already altering daily life.

Caribou populations that Inupiat rely on for food recently dropped by more than half. A seal hunt that used to last three weeks was transformed this spring into a treacherous three-day slog across thinning ice. Warming temperatures and melting permafrost are changing how Arctic residents harvest everything from salmon berries to birds and fish.

Yet as the first sitting president to visit the U.S. Arctic travels through several Alaskan cities this week to highlight threats posed by global warming, Obama faces criticism on many fronts: that he's not doing more to outfox Russia in the race for control of the melting Arctic Ocean or that he's not doing enough to help convince Arctic nations to set aside more ocean for protection. When President Barack Obama touches down in tiny Kotzebue, Alaska, on Wednesday, he'll visit a region where environmental change is already altering daily life.

Caribou populations that Inupiat rely on for food recently dropped by more than half. A seal hunt that used to last three weeks was transformed this spring into a treacherous three-day slog across thinning ice. Warming temperatures and melting permafrost are changing how Arctic residents harvest everything from salmon berries to birds and fish.

Yet as the first sitting president to visit the U.S. Arctic travels through several Alaskan cities this week to highlight threats posed by global warming, Obama faces criticism on many fronts: that he's not doing more to outfox Russia in the race for control of the melting Arctic Ocean or that he's not doing enough to help convince Arctic nations to set aside more ocean for protection."
Why Obama Went to the Everglades for Earth Day,https://www.nationalgeographic.com/history/article/150422-everglades-obama-climate-change-florida-environment,04-23-2015,The president chooses the nation’s most vulnerable state to talk about impacts of climate change and rising sea levels.,"As a prop for President Obama’s Earth Day speech on climate change, the Everglades lacked the dramatic imagery of shrinking glaciers in Alaska or the drought-stricken peaks of California. But Florida’s great swamp provided an urgency that other settings couldn’t:

South Florida already is in trouble from rising seas.

The third most populous state is one of the most vulnerable places on Earth to climate change. The combination of low, flat landscape and population density—three-fourths of its 19.9 million residents live in coastal counties—creates uniquely compelling climate challenges for the coming decades. As a prop for President Obama’s Earth Day speech on climate change, the Everglades lacked the dramatic imagery of shrinking glaciers in Alaska or the drought-stricken peaks of California. But Florida’s great swamp provided an urgency that other settings couldn’t:

South Florida already is in trouble from rising seas.

The third most populous state is one of the most vulnerable places on Earth to climate change. The combination of low, flat landscape and population density—three-fourths of its 19.9 million residents live in coastal counties—creates uniquely compelling climate challenges for the coming decades."
Why Some Airlines Pollute More: 20 Ranked on Fuel Efficiency,https://www.nationalgeographic.com/science/article/151117-icct-transatlantic-airline-fuel-efficiency-ranking,11-17-2015,Two key factors contribute to a big gap in performance between the most and least efficient.,"Those roomy, plush first-class seats on international flights come at a hefty cost—not just for your wallet, but also for the climate.

They take up more space, allowing fewer passengers per flight, so first- and business-class seats have an outsize carbon footprint. Airlines that flew with more of those premium tickets in 2014 fared worse on fuel efficiency, according to a ranking this week from the International Council on Clean Transportation, the nonprofit group whose research touched off the Volkswagen emissions scandal.

As UN climate talks convene later this month in Paris, airlines will be part of the discussion. Their planet-warming carbon dioxide emissions are set to triple by 2050, and they’ll face increasing pressure to cut pollution—along with power plants, the auto industry, and other greenhouse gas sources. Those roomy, plush first-class seats on international flights come at a hefty cost—not just for your wallet, but also for the climate.

They take up more space, allowing fewer passengers per flight, so first- and business-class seats have an outsize carbon footprint. Airlines that flew with more of those premium tickets in 2014 fared worse on fuel efficiency, according to a ranking this week from the International Council on Clean Transportation, the nonprofit group whose research touched off the Volkswagen emissions scandal.

As UN climate talks convene later this month in Paris, airlines will be part of the discussion. Their planet-warming carbon dioxide emissions are set to triple by 2050, and they’ll face increasing pressure to cut pollution—along with power plants, the auto industry, and other greenhouse gas sources."
Why These Farmers Are Protesting With Skulls,https://www.nationalgeographic.com/science/article/study-farmer-suicides-india-climate-change-spd,08-08-2017,Farmers are demanding better financial conditions to prevent an epidemic they fear could worsen.,"Farmers in India are staging a protest with a striking prop—the skulls of those they say committed suicide as a result of an economic and climate crisis.

The farmers hail from India's southern state of Tamil Nadu, a region that has been struck by one of its worst droughts in decades.

For the second time this year, they are staging a protest to highlight the plight of farmers in India who they say are committing suicide as a result of crippling debt. According to the National Human Rights Commission, 100 Tamil Nadu farmers committed suicide in January of this year alone. The last conclusive estimates from India's National Bureau of Crime Statistics reported 12,600 farmer and agricultural laborer suicides in 2015. Farmers in India are staging a protest with a striking prop—the skulls of those they say committed suicide as a result of an economic and climate crisis.

The farmers hail from India's southern state of Tamil Nadu, a region that has been struck by one of its worst droughts in decades.

For the second time this year, they are staging a protest to highlight the plight of farmers in India who they say are committing suicide as a result of crippling debt. According to the National Human Rights Commission, 100 Tamil Nadu farmers committed suicide in January of this year alone. The last conclusive estimates from India's National Bureau of Crime Statistics reported 12,600 farmer and agricultural laborer suicides in 2015."
Why This Hurricane Season Has Been So Catastrophic,https://www.nationalgeographic.com/science/article/hurricane-irma-harvey-season-climate-change-weather,09-22-2017,"After Harvey, Irma, and Maria, we look at why this hurricane season has been so active.","Just as Hurricane Harvey wrapped up its devastation of Houston, Irma got into line behind it and quickly built into the strongest Atlantic hurricane in recorded history. Now, Maria leaves a broken Caribbean in its wake: Dominica's rooftops and rainforests have been ripped to shreds, and Puerto Rico may be without power for months as a result of the storm. (Learn more about how hurricanes work.)

It’s hard to avoid comparisons to the last time two such powerful storms threatened U.S. landfall in the catastrophic 2005 hurricane season, 12 years ago.

As in 2005, when Katrina and Rita devastated the Gulf Coast in rapid succession, the country is staring down the barrel of multiple hurricanes making landfall. In the face of multiple major storms, a reasonable person might wonder why this season seems worse for U.S. cities, and why the last dozen years brought fewer large hurricanes to U.S. shores. Just as Hurricane Harvey wrapped up its devastation of Houston, Irma got into line behind it and quickly built into the strongest Atlantic hurricane in recorded history. Now, Maria leaves a broken Caribbean in its wake: Dominica's rooftops and rainforests have been ripped to shreds, and Puerto Rico may be without power for months as a result of the storm. (Learn more about how hurricanes work.)

It’s hard to avoid comparisons to the last time two such powerful storms threatened U.S. landfall in the catastrophic 2005 hurricane season, 12 years ago.

As in 2005, when Katrina and Rita devastated the Gulf Coast in rapid succession, the country is staring down the barrel of multiple hurricanes making landfall. In the face of multiple major storms, a reasonable person might wonder why this season seems worse for U.S. cities, and why the last dozen years brought fewer large hurricanes to U.S. shores."
